Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Burundi,0.019,-0.463583333,-0.000166667,-0.224,-0.161166667,0.040916667,-0.21875,-0.227916667,0.261166667,0.28125,-0.213666667,0.381083333,0.416,-0.081666667,-0.184,-0.06525,0,0.311666667,0.80325,0.984,0.92925,0.299666667,0.1797,-0.5835,-0.336,0.060636364,0.272583333,-0.039363636,-0.192545455,0.3619,-0.132666667,-0.057888889,0.582333333,0.274,0.561333333,0.616333333,1.03075,0.5235,-0.48,0.8234,-0.094333333,0.5148,0.467416667,0.648083333,2.050333333,1.240375,0.627363636,0.463875,0.418142857,1.15675,0.742,0.7185,0.8028,0,0,0,0,0,0
Cabo Verde,0.02425,0.322,0.315333333,-0.073833333,-0.375166667,0.22475,-0.248166667,-0.37975,0.650666667,0.549666667,-0.075833333,-0.013333333,0.380666667,-0.360666667,-0.536333333,-0.137818182,0.3735,0.652090909,0.927666667,0.919333333,0.861,0.848636364,1.053625,0.35075,0.660166667,0.475166667,1.564222222,0,0,1.294222222,0.3985,0.576833333,0.310166667,0.351,1.314333333,1.359333333,1.4285,1.6035,0.590166667,0.798909091,1.2385,1.290909091,1.410166667,1.369333333,1.072666667,1.1385,0.586833333,1.106,1.172666667,2.435166667,1.2885,0.681,1.2185,0.901,0.977166667,1.54175,1.836833333,0.739818182,1.3185
Cambodia,0.009,-0.235416667,-0.259416667,0.06925,-0.003,0.399916667,-0.227583333,0.114666667,0.376166667,0.1615,-0.498083333,0.078,0.251666667,-0.252,-0.198666667,-0.283083333,0.078333333,0.191,0.380666667,0.370416667,0.16825,0.116583333,0.50625,0.177416667,0.263666667,0.050916667,0.567083333,0.336,0.272916667,0.6405,0.5265,0.420833333,0.228333333,0.44275,0.456,0.220416667,0.526,1.155583333,0.227166667,0.37425,0.519,0.763,0.491083333,0.511166667,0.653166667,0.711,0.543333333,0.268583333,0.435083333,1.081166667,0.288083333,0.918833333,0.7055,0.68175,1.164333333,1.32,0.982916667,0.837333333,1.363833333
Cameroon,-0.230833333,-0.085166667,0.119416667,-0.185583333,-0.11125,0.036083333,-0.072666667,-0.133916667,0.185916667,0.119583333,-0.160583333,0.174833333,0.533583333,-0.151833333,-0.154416667,-0.102333333,0.281666667,0.096333333,0.3345,0.350916667,0.1195,-0.013333333,0.086,0.195333333,0.051916667,0.096,0.599666667,0.232416667,-0.2515,0.86825,0.287833333,-0.1595,0.380833333,0.277916667,0.46125,0.43325,0.60625,1.227333333,0.684666667,0.464416667,0.379166667,0.753583333,0.930333333,0.90075,1.09775,0.98225,0.846083333,0.719833333,1.166,1.207916667,0.626083333,0.58525,0.857333333,0.886583333,1.109,1.342333333,1.204916667,1.074666667,1.601583333
Canada,-0.144333333,0.04175,0.2555,-0.544,-0.58225,-0.168333333,-0.340916667,0.2515,0.394083333,-0.1715,-0.014166667,-1.8735,0.699083333,-0.730333333,-0.066416667,0.073666667,1.030833333,-0.395916667,-0.072166667,0.505333333,2.027083333,-0.896416667,0.270833333,0.345083333,0.061166667,0.105833333,1.507333333,0.850416667,-0.088916667,-0.004,0.56075,0.04,0.525833333,0.541416667,0.672,0.028666667,0.699333333,2.34325,1.78175,0.938083333,1.843666667,0.615333333,1.154,0.122333333,1.685083333,2.468166667,0.916083333,0.685083333,0.870916667,3.081833333,1.44525,1.909166667,0.854666667,0.713916667,1.262833333,2.102583333,1.565916667,0.634833333,1.228083333
Cayman Islands,-0.31025,-0.172416667,-0.172416667,0.2175,-0.22,-0.17475,-0.093666667,-0.388916667,0.118416667,-0.0405,-0.04825,0.30825,0.22525,-0.080416667,0.14525,-0.093833333,0.464416667,0.294166667,0.1625,0.4975,-0.04275,0.467916667,0.322666667,0.119583333,0.0675,0.25175,0.40575,0.631833333,0.602083333,1.011916667,0.947583333,0.635416667,0.918833333,1.263666667,1.1236,0.470916667,1.1316,1.002272727,0.443416667,0,0,0,0,0,0.815083333,0.715916667,0.755916667,0.617583333,0.692583333,0.48425,0.602583333,0.545083333,0.693416667,0.818416667,1.185083333,1.05425,0.963416667,0.72175,0.920916667
Central African Republic,-0.192583333,-0.188416667,-0.004166667,-0.165833333,-0.060166667,0.036666667,-0.187416667,-0.187416667,0.13875,0.145166667,-0.153333333,0.1855,0.479916667,-0.145,-0.06625,-0.01,0.206083333,0.13575,0.362333333,0.45725,0.111,0.132166667,0.513083333,0.141666667,0.197666667,0.444333333,0.58,0.236416667,-0.26775,0.704166667,0.086636364,-0.36975,0.438333333,0.434583333,0.2315,0.144333333,0.2688,1.1125,0.4645,0.683333333,0.49425,0.667166667,0.961,0.989333333,1.14425,0.875166667,0.737916667,0.766166667,1.194916667,1.251666667,0.62275,0.754166667,0.8175,0.681083333,0.906583333,1.402833333,1.2435,1.12175,1.439333333
Chad,-0.801083333,-0.040666667,0.25475,-0.216333333,-0.175833333,-0.034833333,-0.227333333,-0.181166667,0.63725,0.00225,-0.259833333,0.366833333,0.712333333,-0.208166667,-0.0795,0.4095,-0.19575,0.040333333,0.396083333,0.359583333,0.20925,0.3195,0.102416667,0.4905,0.318166667,0.535583333,0.55525,0.162416667,-0.262666667,0.623583333,0.30525,-0.277333333,0.373833333,0.19425,0.323416667,0.568,0.279333333,0.944166667,0.429583333,0.236833333,0.40225,0.683416667,0.861083333,0.86275,1.229166667,1.094083333,0.759583333,0.5805,1.254083333,1.289916667,0.980333333,0.703916667,1.148833333,1.008333333,1.16025,1.398583333,1.237583333,1.397166667,1.48325
Channel Islands,0.669583333,-0.754,-1.210416667,-0.12425,-0.469333333,0.399,0.088916667,-0.06275,0.190416667,0.055833333,0.1915,-0.33825,0.080166667,0.128916667,0.332583333,0.587083333,0.127666667,-0.03375,-0.4875,-0.285,0.124333333,0.633333333,0.501416667,0.269333333,-0.4025,-0.689166667,-0.311583333,0.5755,1.37025,1.375583333,0.056333333,0.505333333,0.217916667,1.150416667,1.22625,0.0355,1.154333333,0.785083333,1.328666667,0.944916667,0.850083333,1.298166667,1.306,1.00175,1.1405,1.305083333,1.214166667,0.750916667,0.772583333,-0.04975,1.588583333,0.757166667,0.593166667,1.786583333,1.46625,1.204333333,1.546083333,1.601916667,1.545333333
Chile,-0.312,0.28725,-0.03075,-0.200166667,0.032416667,-0.115916667,-0.041,0.349,0.255666667,0.104916667,-0.367583333,0.0225,-0.164583333,-0.16175,-0.148833333,-0.245166667,0.328916667,0.300583333,0.265416667,0.301666667,0.340666667,0.4215,0.592416667,-0.2065,0.32775,0.078916667,0.565166667,0.0315,0.359666667,0.137416667,-0.004333333,-0.041333333,0.14025,0.257666667,-0.055833333,0.109666667,0.691,0.605833333,0.163916667,-0.259333333,0.105083333,-0.022666667,0.207333333,0.527666667,0.083,0.481083333,-0.346416667,0.495916667,0.285583333,-0.1225,0.25775,0.43575,0.41825,0.30425,0.738416667,0.859416667,0.667083333,0.339166667,0.46925
China,0.2795,-0.059,0.268583333,-0.050416667,-0.002,0.16525,-0.364333333,-0.072916667,-0.396083333,-0.244333333,0.055416667,-0.016916667,0.4095,-0.179833333,0.306166667,-0.322583333,0.08125,0.279333333,0.303,0.152083333,0.146,0.377166667,0.178583333,-0.2825,-0.061666667,0.08225,0.45125,0.456666667,0.42475,0.837333333,0.424083333,0.1685,0.201083333,0.800916667,0.519333333,0.237083333,0.695,1.3825,1.15775,0.557,0.93575,1.15475,0.902083333,1.144,0.88425,1.372083333,1.608333333,1.047416667,1.231916667,0.982583333,0.767583333,0.5445,1.209666667,0.983833333,1.42475,1.441833333,1.454166667,1.269083333,1.478416667
"China, Hong Kong SAR",0.184916667,-0.159,0.308583333,0.010833333,0.14675,0.691583333,-0.274833333,-0.076,-0.427416667,-0.3025,-0.28875,-0.13925,0.33575,-0.248916667,-0.101916667,-0.5285,0.356083333,-0.100166667,0.036416667,0.149833333,0.20525,-0.025333333,-0.164333333,-0.5655,-0.28375,0.066416667,0.713833333,-0.102166667,0.198416667,0.424583333,0.679,-0.156666667,0.097416667,0.535333333,-0.181,0.12125,0.296083333,1.020583333,0.771833333,0.490416667,0.726583333,0.969666667,0.924083333,0.826333333,0.624083333,1.05225,1.176416667,0.333916667,0.922583333,0.5505,0.331083333,0.68025,0.717166667,0.768833333,1.41875,0.986916667,1.267166667,1.287333333,1.894666667
"China, Macao SAR",0.184916667,-0.159,0.308583333,0.010833333,0.14675,0.691583333,-0.274833333,-0.076,-0.427416667,-0.3025,-0.28875,-0.13925,0.33575,-0.248916667,-0.101916667,-0.5285,0.356083333,-0.100166667,0.036416667,0.149833333,0.20525,-0.025333333,-0.164333333,-0.5655,-0.28375,0.066416667,0.713833333,-0.102166667,0.198416667,0.424583333,0.679,-0.156666667,0.097416667,0.535333333,-0.181,0.12125,0.296083333,1.020583333,0.771833333,0.490416667,0.726583333,0.969666667,0.924083333,0.826333333,0.624083333,1.05225,1.176416667,0.333916667,0.922583333,0.5505,0.331083333,0.68025,0.717166667,0.768833333,1.41875,0.986916667,1.267166667,1.287333333,1.894666667
"China, mainland",0.279583333,-0.058333333,0.270333333,-0.051333333,-0.001583333,0.1645,-0.365,-0.071166667,-0.396833333,-0.2445,0.056666667,-0.016416667,0.40975,-0.180083333,0.307416667,-0.322416667,0.080166667,0.28075,0.303666667,0.152333333,0.146166667,0.378916667,0.1785,-0.28175,-0.061666667,0.08325,0.451416667,0.457333333,0.426083333,0.838833333,0.423416667,0.16925,0.20075,0.801583333,0.521666667,0.237666667,0.696916667,1.382916667,1.159916667,0.55675,0.936666667,1.1555,0.9025,1.14625,0.886,1.374,1.61125,1.049583333,1.234083333,0.98425,0.770583333,0.545,1.212166667,0.985083333,1.427,1.4435,1.4555,1.269583333,1.479333333
"China, Taiwan Province of",0.28575,-0.256166667,-0.18675,0.226666667,-0.081666667,0.345583333,-0.228083333,-0.52525,-0.216,-0.1985,-0.271,-0.136333333,0.317583333,-0.117,0.002583333,-0.36625,0.374166667,-0.069583333,0.133083333,0.056083333,0.10175,-0.093916667,0.184916667,-0.4535,-0.053333333,-0.158416667,0.363583333,0.313333333,0.066833333,0.472416667,0.62075,-0.027666667,0.2565,0.602083333,-0.052666667,0.117083333,0.250416667,1.287583333,0.595083333,0.612166667,0.665666667,0.968833333,0.78575,0.550166667,0.441916667,0.876916667,0.876833333,0.50775,0.697416667,0.521,-0.001333333,0.4145,0.575083333,0.651833333,0.8325,1.031666667,1.086166667,1.138333333,1.213416667
Christmas Island,0,0,0,0,0,0,0,0,0,0,0,0.45075,0.326583333,-0.150166667,-0.2485,-0.298583333,-0.00925,-0.180916667,0.132,0.3593,0.14925,-0.247,0.789666667,0.322666667,-0.366,-0.382,0.45825,0.412818182,0.335583333,0.569,0.239833333,0.338166667,0.3565,0.066,0.32325,0.594833333,0.127,0.78825,0.139916667,0.108916667,0.431416667,0.6815,0.649166667,0.457333333,1.010666667,0.290666667,0.52975,0.1465,0.36575,0.85,0.229,0.484083333,1.01,0.910666667,0.99825,1.244083333,0.602416667,0.214454545,0.722818182
Cocos (Keeling) Islands,0.021083333,0.024416667,-0.005583333,0.03525,-0.093916667,-0.153916667,0.071083333,-0.378916667,0.346916667,-0.051416667,-0.35975,-0.16475,-0.033083333,-0.400454545,-0.43975,-0.231416667,0.016083333,-0.370583333,-0.053083333,-0.048916667,-0.278083333,-0.285583333,0.493583333,0.096083333,0.028583333,-0.343083333,0.38275,0.34275,0.244416667,0.33275,0.34025,0.163583333,0.198583333,-0.030583333,0.358583333,0.621916667,0.386083333,1.191916667,1.11025,0.27525,0.163583333,0.70775,0.446916667,0.359416667,0.63525,0.328583333,0.56025,0.44775,0.596083333,0.966916667,0.589416667,0.784416667,0.87525,0.884416667,0.963583333,0.951083333,0.43025,0.501083333,0.771916667
Colombia,0.051333333,-0.091916667,0.009416667,-0.0365,-0.13425,0.093166667,-0.237166667,-0.1745,0.350666667,0.004916667,-0.434583333,0.07075,0.257583333,-0.303,-0.347916667,-0.122916667,0.273083333,0.107583333,0.230583333,0.465333333,0.164583333,0.231833333,0.639333333,-0.179583333,-0.0295,0.051583333,0.621916667,0.26575,0.019583333,0.308083333,0.466416667,0.577583333,0.247666667,0.2475,0.520416667,0.132833333,0.666166667,0.855333333,-0.01425,0.0335,0.484,0.736916667,0.74025,0.646416667,0.735166667,0.631166667,0.635083333,0.440833333,0.99175,0.930916667,0.58475,0.7235,0.820833333,0.838,1.288083333,0.984166667,0.82075,1.086083333,1.386833333
Comoros,0.377,0.025083333,-0.324416667,-0.281916667,-0.348,0.060333333,0.155666667,-0.404666667,0.27325,0.06425,-0.515416667,0.0295,0.087666667,-0.288916667,-0.091727273,-0.106909091,0.466,0.1865,0.265666667,0.20825,0.135666667,0.578454545,0.138666667,-0.340545455,-0.21575,0.124272727,0.55275,0.558583333,-0.16475,0.2818,0.31525,0.231083333,0.346916667,0.668583333,0.579416667,0.078583333,0.444416667,0.876916667,0.246083333,0.501916667,0.589909091,0.968583333,0.643583333,0.55025,0.701916667,0.50025,0.826083333,0.631916667,0.98275,1.10775,0.861916667,0.763583333,1.028583333,1.161916667,1.391083333,1.316083333,1.55775,1.37025,1.928583333
DRC,-0.206083333,-0.00525,0.129416667,-0.170166667,-0.162916667,0.112583333,-0.1125,-0.131416667,0.132166667,0.143833333,-0.152583333,0.080333333,0.415583333,-0.11125,-0.130833333,-0.24,0.23575,0.124083333,0.361583333,0.2435,-0.192333333,-0.260166667,0.214333333,0.16025,-0.213,0.008916667,0.469416667,0.122,-0.268083333,0.032,0.042363636,-0.37575,0.071333333,0.31325,0.500416667,0.03025,0.341857143,1.034583333,0.58975,0.333416667,0.374416667,0.67325,0.832333333,0.773833333,0.700166667,0.664666667,0.759,0.731,0.668,1.127833333,0.5005,0.604333333,0.789666667,0.768666667,1.04175,1.454666667,1.110666667,1.2165,1.491166667
Cook Islands,-0.017916667,-0.175416667,-0.150833333,-0.02675,-0.385,-0.1025,-0.385833333,-0.271416667,-0.008333333,0.30675,-0.011833333,0.058,0.458,-0.161583333,-0.141083333,-0.184916667,0.244916667,0.183166667,0.152583333,0.405333333,0.19725,0.148916667,0.370333333,0.164,0.236833333,0.424083333,0.252583333,0.491916667,0.3075,0.433083333,0.521666667,0.543833333,0.3765,0.283916667,0.617833333,0.433583333,0.557555556,1.0608,0.853166667,0.60975,0.782333333,0.431833333,0.465916667,0.571166667,0.4365,0.527333333,0.599,0.6315,0.270083333,0.93725,0.832916667,0.46675,0.755,0.598166667,0,1.344142857,0.858166667,0.567272727,0.399
Costa Rica,0,0,0,0,0,0,0,-0.304875,0.006888889,-0.482666667,-0.509583333,0.170333333,-0.035833333,-0.370916667,-0.254,0.121,0.34175,0.002833333,0.049166667,0.4225,0.128416667,0.625090909,0.811166667,-0.076,-0.187333333,0.188916667,0.534166667,-0.011583333,0.04025,0.473833333,0.508,0.247727273,0.411090909,0.301090909,0.005545455,-0.152416667,0.69475,0.8285,-0.407,0.009,0.650166667,0.664,0.805083333,0.817545455,0.538916667,0.613916667,0.622833333,0.239666667,0.948583333,0.789166667,0.523083333,0.416416667,0.709916667,0.673583333,0.978818182,0.967416667,0.812,1.032454545,1.377181818
Côte d'Ivoire,-0.08175,-0.114083333,0.190583333,-0.261833333,-0.22075,0.168,-0.241833333,-0.026416667,0.32175,0.2195,-0.16,0.109583333,0.57225,-0.05025,-0.095916667,-0.318083333,0.334166667,0.173666667,0.484583333,0.420083333,0.385083333,0.088083333,0.695333333,0.410666667,0.19425,0.214333333,1.045083333,0.558833333,0.372166667,0.581916667,0.437416667,0.28625,0.49775,0.469083333,0.686166667,0.753416667,0.667166667,1.294083333,0.465666667,0.413833333,0.58,0.723666667,1.016916667,0.83125,1.034083333,0.86375,1.00675,0.767666667,0.9475,1.204333333,0.865416667,0.631666667,0.88175,0.86225,1.233583333,1.61175,1.543916667,1.12325,1.110083333
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.018916667,0.547416667,1.674666667,0.4,-0.15825,0.502083333,0.816166667,0.937,1.817333333,1.081916667,1.6035,1.27925,0.713166667,0.14825,0.936083333,1.733166667,1.653083333,1.485833333,0.718,1.4915,1.668916667,1.450583333,2.059,1.949166667,1.6555,1.61625,2.27325,2.29775
Cuba,0.113333333,-0.08575,-0.12125,0.231333333,-0.079833333,-0.401166667,-0.11975,-0.4245,-0.046666667,-0.271666667,0.1145,0.39275,0.1985,0.127583333,0.41075,-0.107333333,0.061583333,0.050833333,0.190916667,0.3515,-0.032166667,0.575,0.291916667,0.121083333,0.159,0.390333333,0.530583333,0.4935,0.56425,0.838083333,0.85,0.535916667,0.608166667,0.997583333,0.952,0.324333333,1.028166667,1.147416667,0.625416667,0.483,0.572166667,0.875416667,1.022666667,0.858833333,0.5055,0.901,0.756166667,0.393166667,0.73725,0.211833333,0.6885,0.518333333,0.822083333,0.786583333,1.379166667,1.188833333,1.228333333,1.22,1.58775
Cyprus,-0.092666667,0.853833333,0.577916667,-0.560083333,-0.158583333,0.685583333,-0.777416667,0.028166667,0.174083333,0.253,-0.244583333,-0.571666667,-0.247083333,-0.275583333,-0.3035,-0.56125,-0.033583333,0.1025,0.484083333,-0.2505,0.160833333,-0.586,-0.671416667,-0.217,0.037583333,0.157083333,-0.259833333,-0.03375,0.093916667,0.164583333,0.11025,-1.022583333,-0.108333333,0.7735,0.133083333,0.46925,-0.111916667,0.973083333,1.127,0.523083333,1.094666667,0.724333333,0.687333333,0.524416667,0.5085,0.4835,0.913166667,1.077,1.112416667,2.071166667,0.482333333,1.0365,1.037583333,1.34875,1.0215,1.4195,1.16075,2.134833333,1.542083333
Czechia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4975,1.791666667,0.72975,-0.739583333,0.566916667,1.048833333,1.25275,2.024,0.847833333,1.632416667,1.253833333,0.806916667,0.679833333,1.256,1.9295,1.745916667,1.299666667,0.108583333,1.59975,1.341083333,1.010333333,2.47875,2.338583333,1.747583333,1.66225,2.700166667,2.623
Czechoslovakia,0.76825,-0.733166667,-0.73325,-0.357416667,-0.876916667,0.647666667,0.684416667,0.202833333,-0.350166667,-0.360583333,0.193583333,0.159333333,0.013583333,0.692583333,0.843416667,-0.065416667,0.498666667,-0.51225,0.102583333,-0.894583333,0.192416667,0.613916667,0.959083333,-0.09825,-0.724416667,-0.029,-0.527416667,0.578583333,1.175833333,1.13075,-0.007666667,1.182333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democratic People's Republic of Korea,0.727333333,0.042,-0.188083333,0.166833333,-0.3765,-0.165083333,-0.009,0.109583333,-0.868333333,-0.332666667,-0.259333333,-0.022083333,0.397416667,-0.402166667,0.8685,-0.224,0.387083333,0.595083333,0.743916667,-0.474666667,-0.224333333,0.802083333,0.578916667,-0.17125,-0.097,-0.268166667,0.163666667,0.482333333,1.263916667,1.258,0.599416667,0.7195,0.401,1.392,0.634833333,0.352166667,0.851666667,1.7775,1.291166667,0.48175,0.769583333,0.850083333,0.992083333,1.5045,0.422166667,1.050333333,1.61175,1.376333333,0.8895,0.405083333,0.467,0.156333333,0.576333333,1.24075,1.43575,1.317333333,1.278166667,0.917166667,1.974
Democratic Republic of the Congo,-0.097333333,-0.110083333,-0.043583333,-0.17225,-0.153833333,0.097166667,-0.130583333,-0.16575,0.162083333,0.176833333,-0.168916667,0.198833333,0.395333333,-0.091166667,-0.115083333,-0.14625,0.231,0.143916667,0.3595,0.28825,0.191583333,0.0245,0.315666667,0.088666667,0.093666667,0.140333333,0.480916667,0.2525,-0.279,0.152833333,0.086,-0.35275,0.151416667,0.227916667,0.365,-0.049,0.73,0.8965,0.280083333,0.466416667,0.2855,0.671833333,0.7395,0.739666667,0.9915,0.743,0.665416667,0.596083333,0.71125,1.157,0.65875,0.537166667,0.729083333,0.782,0.871833333,1.394916667,1.105166667,1.26475,1.35025
Denmark,0.877083333,-0.728166667,-0.995083333,-0.097666667,-0.686833333,-0.401916667,0.75425,0.146083333,-0.34725,-0.78975,0.485583333,0.198666667,0.4515,0.884583333,1.259583333,-0.042166667,0.252416667,-0.191333333,-0.907416667,-0.447666667,-0.214,0.557833333,0.948083333,0.460333333,-1.003416667,-0.42925,-0.953166667,0.977416667,1.723166667,1.844833333,0.673166667,1.418416667,0.187333333,1.118083333,0.771,-0.626916667,0.92175,0.771666667,1.43475,1.84525,0.772916667,1.547083333,1.068833333,1.044083333,1.162583333,1.72675,1.882,1.7745,1.170666667,-0.60975,1.440166667,0.761416667,0.8425,2.522333333,1.80275,1.664583333,1.553083333,2.113916667,2.209333333
Djibouti,0.0695,-0.239583333,0.084166667,-0.399833333,-0.357333333,-0.037166667,-0.4525,-0.3975,0.073583333,0.014583333,-0.256083333,0.244083333,0.552916667,-0.077416667,0.202833333,0.121833333,0.32275,0.326666667,0.264416667,0.840416667,0.1535,0.350166667,0.357333333,-0.007416667,0.103333333,0.0335,0.362,0.570333333,0.054666667,0.550083333,0.567727273,0.6039,0.159636364,0.389,0.794833333,0.726916667,0.7035,0.895727273,0.48175,0.8974,0.876777778,1.552,1.112083333,1.068454545,1.191583333,1.041083333,0.864166667,0.401666667,1.718,1.0429,1.043777778,1.5362,1.193181818,1.156909091,1.839909091,1.492416667,1.596416667,1.091555556,1.457888889
Dominica,0.071916667,0.111083333,0.224416667,-0.142166667,-0.222416667,-0.0035,-0.4,-0.30775,0.300333333,-0.02675,-0.375583333,-0.116416667,-0.0185,-0.47375,-0.508,-0.477166667,0.060833333,0.100416667,0.095333333,0.28775,0.375083333,-0.071583333,0.41175,-0.165166667,-0.127,-0.103666667,0.559916667,0.185583333,-0.165833333,0.232583333,0.16675,0.037363636,0.246916667,0.322,0.527583333,0.175666667,0.56025,0.891333333,0.24975,0.111083333,0.456166667,0.499,0.4038,0.384666667,0.764333333,0.630333333,0.64275,0.233666667,0.5535,1.121083333,0.568416667,0.725083333,0.726416667,0.679583333,0.993333333,1.064916667,0.826583333,0.542833333,0.808583333
Dominican Republic,-0.032166667,-0.042,-0.00675,0.00425,-0.26725,-0.096916667,-0.180666667,-0.191,0.276833333,-0.091666667,-0.355833333,-0.038083333,0.212166667,-0.392,-0.168583333,-0.271333333,0.312166667,0.25475,0.0585,0.724166667,0.454333333,0.219333333,0.70125,0.16925,0.194416667,0.33575,0.76725,0.554666667,0.340833333,0.544416667,0.311666667,0.419583333,0.46025,0.794333333,0.86575,0.65125,1.353666667,1.376333333,0.76475,0.808333333,0.832333333,1.021916667,1.169833333,0.763083333,0.902333333,1.170083333,1.100416667,0.599666667,0.80925,1.242,0.785583333,0.91275,1.182,1.076166667,1.414916667,1.252583333,1.107166667,1.10875,1.53
Ecuador,-0.14375,-0.24475,-0.144833333,-0.284416667,0.13175,0.005166667,-0.489916667,-0.322666667,0.427083333,-0.143416667,-0.496583333,0.670666667,-0.076666667,-0.273166667,-0.488583333,0.302916667,0.2505,0.12825,0.377583333,0.3735,0.045333333,0.507916667,0.938583333,-0.140166667,-0.140416667,0.165333333,1.034833333,0.232916667,0.066666667,0.492583333,0.48575,0.749916667,0.528583333,0.37625,0.682166667,0.022666667,1.201583333,1.165416667,0.254583333,0.289,0.5485,0.821,0.8305,0.841583333,0.793583333,0.828333333,0.753583333,0.702333333,1.088416667,1.02225,0.856583333,0.710583333,0.743333333,0.994583333,1.434666667,1.420083333,1.094583333,0.890333333,1.373166667
Egypt,-0.577666667,0.680583333,0.720083333,-0.386416667,-0.159166667,0.486916667,-0.64575,-0.148916667,0.459166667,-0.207416667,-0.174666667,-0.015833333,-0.192333333,-0.244083333,-0.452916667,-0.224916667,-0.325833333,-0.164,0.42675,-0.000333333,-0.266083333,-0.648416667,-1.091166667,-0.34675,0.2365,-0.171333333,-0.218416667,0.070166667,-0.286333333,0.0565,-0.060833333,-0.559083333,0.254083333,0.21275,0.137666667,0.326333333,-0.152583333,0.69,0.77625,-0.037666667,0.60475,0.808083333,0.599166667,0.589166667,0.573583333,0.45175,0.585083333,0.9445,0.832416667,2.288916667,0.399333333,0.92925,0.9285,1.292833333,0.974583333,1.196416667,0.779666667,1.823333333,0.994333333
El Salvador,-0.027083333,-0.234416667,-0.16775,-0.028583333,0.0105,-0.083333333,-0.264666667,-0.315333333,0.326666667,-0.056416667,-0.253916667,0.480666667,0.26925,-0.120333333,0.009333333,-0.00975,0.5145,0.224833333,0.426583333,0.440083333,0.22625,0.496083333,0.789,0.099166667,0.2455,0.29675,0.584166667,0.29225,0.235916667,0.5495,0.568083333,0.594416667,0.3065,0.7865,0.71375,0.26125,0.994166667,1.075166667,0.483583333,0.277416667,0.64075,0.858666667,0.971916667,0.8265,0.766083333,0.727666667,0.61025,0.455833333,1.042583333,0.4855,0.748166667,0.774416667,0.755916667,0.649583333,1.372166667,1.135916667,0.6505,0.780666667,1.138583333
Equatorial Guinea,-0.13025,-0.00975,0.240916667,-0.154083333,-0.103416667,0.1665,-0.065166667,-0.049666667,0.1205,0.200666667,-0.15025,0.006416667,0.401833333,-0.160666667,-0.18275,-0.32675,0.19275,-0.026,0.30775,0.262,-0.029166667,-0.151833333,0.084916667,0.17425,-0.06825,-0.11725,0.424166667,0.239583333,0.103916667,0.165,0.2478,-0.053363636,0.134111111,0.381727273,0.979545455,0.438416667,0.441571429,1.046,0.588727273,0.438,0.4005,0.704333333,0.977,0.843416667,0.73575,0.719833333,0.844583333,0.753583333,0.84975,1.088833333,0.7975,0.678,0.813833333,0.870666667,1.0005,1.449583333,1.273416667,0.914916667,1.62125
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285666667,-0.570142857,-0.104,0.270272727,0.40675,0.6385,0.8775,0.619,0.767083333,0.987545455,0.97975,1.111916667,1.087083333,0.801416667,0.622083333,1.2115,1.788416667,1.799916667,1.67975,1.481166667,1.264916667,1.023909091,1.800166667,1.5925,1.57025,1.04475,0.930333333
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.655,0.39425,0.45825,1.329333333,-0.201833333,1.044083333,0.617,1.6675,2.242583333,1.201916667,1.42125,0.929416667,1.224,1.34475,1.790583333,2.079,2.496833333,1.283,0.257833333,2.090583333,0.813583333,1.822916667,2.228333333,2.685333333,1.713416667,1.596,2.2285,2.5295
Eswatini,0.215916667,0.547,-0.176,-0.0455,-0.0105,0.267666667,-0.315,-0.360666667,0.307666667,0.644083333,-0.09275,-0.218166667,-0.041416667,-0.058083333,-0.349583333,-0.272666667,0.402166667,0.135833333,0.2915,0.003333333,-0.43475,0.37325,0.859,0.03375,0.585916667,0.37,0.6725,0.4395,0.239083333,0.349416667,0.516666667,1.334916667,0.710833333,-0.041416667,0.505916667,0.072416667,0.212083333,0.906166667,0.531833333,-0.20175,0.49175,0.54,0.71325,0.502916667,0.854,0.56525,0.822583333,0.611166667,0.453166667,1.073416667,0.749,0.741416667,0.304833333,0.60025,1.284583333,1.564416667,0.400333333,1.166666667,1.22075
