Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Kenya,0.192,-0.218333333,-0.217,-0.444333333,-0.166833333,0.153833333,-0.089416667,-0.546833333,0.238916667,0.235333333,-0.255333333,0.2705,0.451083333,-0.082166667,-0.097666667,0.224666667,0.093583333,0.0155,0.10225,0.587083333,0.16225,0.284916667,0.68025,0.1575,0.004833333,0.203666667,0.84025,0.5575,-0.084333333,0.031916667,0.384083333,0.463083333,0.204416667,0.495583333,0.504083333,0.516666667,0.508166667,0.365,0.2905,0.737,0.649083333,0.81325,0.950833333,0.779416667,0.8965,0.754333333,0.610083333,0.851,1.380333333,1.134333333,1.099416667,1.083083333,0.903333333,1.054,1.275416667,1.311833333,1.59925,0.787333333,1.697416667
Kiribati,-0.065916667,-0.176166667,-0.067583333,-0.220833333,-0.323583333,-0.017166667,-0.066166667,0.040916667,0.341916667,0.037166667,-0.419333333,-0.21925,0.092583333,-0.136,-0.290416667,-0.195,0.139666667,0.209583333,0.13775,0.237083333,0.215916667,0.215166667,0.18325,-0.12475,0.131666667,0.337583333,0.209916667,0.041083333,-0.1785,0.2945,0.297666667,0.192083333,-0.081909091,0.2405,0.642916667,0.397416667,0.206555556,0.553090909,0.08325,0.339818182,0.6944,0.64575,0.879545455,1.0826,0.968333333,0.7762,0.874083333,0.5689,0.95825,0.7006,0.799083333,0.8909,1.052727273,1.144083333,1.327416667,1.61575,1.39825,1.355909091,1.34575
Kuwait,-0.298666667,0.880916667,0.141916667,-0.818166667,0.241916667,0.882666667,-0.838333333,0.00525,0.343,0.3015,-0.177,-0.97775,-0.008583333,-0.352916667,-0.266,-0.330416667,0.3245,0.092833333,1.062,0.479416667,0.575583333,-0.574833333,-0.356166667,0.064166667,0.1495,0.331,0.961916667,0.38675,0.086166667,0.6905,0.425333333,-0.659583333,0.105916667,0.644166667,0.33475,1.279833333,0.323916667,1.664833333,1.865833333,1.202833333,1.587333333,1.468,1.679166667,1.318666667,1.145166667,1.498416667,1.4365,1.386166667,1.595083333,2.646666667,1.108583333,1.806583333,1.32475,1.6825,1.931666667,1.858666667,2.248916667,2.588833333,2.021916667
Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165666667,-0.293666667,0.306083333,0.40025,-0.219666667,1.314666667,1.04075,1.00725,1.073333333,1.24925,1.281,0.599833333,1.606583333,1.08875,1.515583333,1.676666667,1.179583333,0.933166667,1.341083333,0.935833333,0.305583333,1.556166667,0.431,1.696083333,2.005833333,1.390916667,1.301416667,1.782416667
Lao People's Democratic Republic,0.127833333,-0.420583333,-0.34575,-0.17125,0.017833333,0.480333333,-0.32375,0.056333333,0.288666667,0.135333333,-0.566416667,0.148833333,0.316,-0.2125,-0.005833333,-0.242666667,0.072166667,0.143166667,0.482333333,0.512166667,0.276,0.171666667,0.33375,0.217333333,0.267833333,0.070583333,0.776416667,0.443083333,0.24,0.514833333,0.697916667,0.186833333,0.253,0.561,0.45775,0.185833333,0.519083333,1.335666667,0.370333333,0.326166667,0.659666667,0.713666667,0.8165,0.418666667,0.924083333,0.894,0.682416667,0.03325,0.7485,1.327,-0.0575,1.148333333,0.724916667,0.842833333,1.488,1.343333333,1.02975,1.013333333,1.988666667
Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.596166667,0.33725,0.65075,1.208166667,-0.3365,0.918916667,0.682833333,1.758166667,2.14875,1.202,1.612083333,0.9475,1.044333333,1.095083333,1.596166667,1.95375,2.318583333,1.23225,0.379,1.878,0.820166667,1.6325,2.081833333,2.476,1.744833333,1.572166667,2.170166667,2.755166667
Lebanon,-0.191333333,0.90225,0.636416667,-0.682666667,-0.0045,0.761333333,-0.9425,-0.033083333,0.26175,0.172166667,-0.282166667,-0.652416667,-0.323666667,-0.258833333,-0.269583333,-0.430416667,-0.009583333,0.208333333,0.598916667,-0.100666667,0.15025,-0.71675,-0.727416667,-0.247166667,0.19175,0.1745,-0.069916667,-0.023583333,0.17575,0.248916667,0.196583333,-1.014416667,-0.04225,0.810833333,0.226333333,0.682333333,-0.146416667,1.092083333,1.068833333,0.469833333,1.116416667,0.72275,0.678666667,0.527083333,0.546,0.467333333,0.873166667,1.011833333,1.0215,2.379916667,0.482916667,1.199916667,1.095916667,1.358666667,1.2365,1.611333333,1.34875,2.08375,1.314166667
Lesotho,0.313583333,0.440583333,0.036666667,-0.105833333,0.027666667,0.31075,-0.119666667,-0.33075,0.505083333,0.492916667,-0.06775,0.086416667,-0.024416667,-0.046916667,-0.218166667,-0.26375,0.45275,0.030916667,0.3715,0.247916667,-0.334666667,0.417416667,1.006,0.337666667,0.800916667,0.625166667,0.646,0.250166667,0.125666667,0.320166667,0.535666667,1.098166667,0.873833333,0.199916667,0.515833333,0.027,0.228583333,0.860416667,1.359333333,0.287583333,0.578,0.625166667,0.798583333,0.66225,0.62275,0.029333333,0.530416667,0.529333333,0.365583333,1.046083333,0.4975,0.6255,0.5215,0.703833333,1.449166667,1.720166667,0.6685,0.921583333,1.487833333
Liberia,-0.089666667,-0.11375,0.161916667,-0.178166667,-0.281833333,0.088666667,-0.19225,-0.049333333,0.160333333,0.2315,-0.175583333,0.076333333,0.456666667,0.004583333,-0.070166667,-0.264833333,0.299916667,0.22525,0.463166667,0.313083333,0.163166667,0.081,0.43625,0.309,0.21475,0.056416667,0.961333333,0.597666667,0.365583333,0.498,0.424166667,0.271416667,0.384666667,0.378333333,0.65175,0.566166667,0.918583333,1.291583333,0.67325,0.431666667,0.625583333,0.869,0.903583333,0.897166667,0.99925,0.991,0.912083333,1.131833333,1.336666667,1.258916667,0.958416667,0.742166667,0.8345,0.861333333,1.24925,1.526,1.438666667,1.171636364,1.379083333
Libya,-0.542166667,0.17425,0.443083333,-0.204333333,-0.24775,0.111333333,-0.481,0.032166667,0.621,-0.146083333,-0.29375,0.156833333,-0.0885,-0.235833333,-0.284916667,-0.544083333,0.139416667,-0.205083333,0.19325,-0.146833333,0.139916667,-0.210583333,-0.4805,-0.050416667,0.136,-0.010666667,0.304166667,0.690583333,0.241583333,0.519666667,0.09425,-0.138083333,0.44,0.464583333,0.542166667,0.543333333,0.450583333,0.711833333,1.37275,0.530416667,1.27425,0.979416667,0.958666667,0.832083333,0.770666667,0.761,0.8925,1.059416667,0.967916667,2.1275,0.73775,0.869083333,1.187,1.29,0.7245,1.718166667,0.4965,1.826333333,1.085833333
Liechtenstein,1.048166667,-0.790916667,-0.664666667,0.21025,-0.715333333,0.343916667,0.442916667,-0.038833333,-0.1935,-0.300333333,0.160166667,-0.053333333,-0.08975,0.422333333,0.475416667,0.156083333,0.509333333,-0.370916667,0.080666667,-0.4825,0.0635,0.78975,0.830666667,-0.286416667,-0.162916667,0.188166667,0.10975,0.907416667,1.10725,1.076083333,0.23525,1.247916667,0.749666667,1.975083333,0.706916667,-0.071083333,1.181916667,1.070583333,0.9845,1.700666667,1.054166667,1.741583333,1.585916667,0.860166667,0.505416667,1.32425,1.751416667,1.435666667,1.366333333,0.360166667,2.007166667,1.466,1.089666667,2.222416667,2.229,1.798166667,1.582333333,2.391166667,2.152
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5115,0.31175,0.850166667,1.077,-0.49175,0.758916667,0.718083333,1.72575,2.14675,1.197166667,1.751833333,0.889,0.90575,0.956,1.407166667,1.913666667,2.180583333,1.131583333,0.402833333,1.670583333,0.815833333,1.479833333,1.988333333,2.395916667,1.7615,1.6295,2.262333333,2.913
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.776916667,1.1255,1.59175,1.6435,0.872583333,1.160083333,1.60825,1.730666667,1.195666667,1.206833333,0.004083333,1.907083333,1.1405,0.642833333,2.399666667,1.90025,1.474166667,1.731333333,2.590916667,2.19125
Madagascar,0.589416667,-0.05675,-0.336666667,-0.406833333,-0.556833333,0.036333333,0.29325,-0.388333333,0.488916667,0.197583333,-0.241166667,-0.004083333,0.04575,-0.279916667,-0.306666667,-0.009083333,0.36225,0.391333333,0.22125,0.2675,0.05725,0.198583333,0.3945,-0.171,0.009916667,-0.096,0.54425,0.4065,-0.007416667,0.082333333,0.327666667,0.380454545,0.2705,0.22825,0.320333333,0.22475,0.603916667,0.711333333,0.445,0.433,0.645666667,0.518583333,0.691416667,0.387583333,0.636333333,0.833166667,0.686333333,0.572166667,0.843333333,1.125916667,1.011916667,0.71675,0.63625,0.818583333,1.13425,0.956833333,1.299666667,0.979333333,1.55
Malawi,0.173916667,-0.108666667,-0.402,-0.292833333,-0.455166667,0.193916667,0.09125,-0.236833333,0.366083333,0.085333333,-0.253083333,0.035833333,0.19125,-0.324,-0.16275,-0.0185,0.449583333,0.167666667,0.16125,0.17775,-0.20975,-0.085666667,0.713333333,0.059416667,-0.102166667,-0.0135,0.52175,0.503333333,0.040833333,0.579583333,0.02375,0.506083333,0.005833333,0.057833333,0.764363636,0.5759,0.583333333,0.985416667,0.230833333,0.503833333,0.639833333,0.654,0.9075,0.65325,1.3465,0.905666667,0.999916667,0.702333333,1.000666667,1.247583333,1.033777778,1.047583333,0.934916667,1.118333333,1.155,1.507333333,1.33575,1.442083333,1.693083333
Malaysia,-0.025583333,-0.114833333,-0.114,-0.079833333,-0.20125,0.120666667,-0.194583333,-0.064666667,0.199166667,0.088833333,-0.279666667,0.107583333,0.2165,-0.1885,-0.0325,-0.12875,0.13375,0.260833333,0.357166667,0.295083333,0.225166667,0.26775,0.573666667,0.021333333,0.20875,0.266916667,0.560666667,0.438333333,0.20825,0.545166667,0.420416667,0.40975,0.285416667,0.3885,0.448833333,0.397,0.727583333,1.168666667,0.454583333,0.460166667,0.5735,0.80475,0.674583333,0.653083333,0.860083333,0.618333333,0.549916667,0.508333333,0.76125,0.93125,0.622833333,0.784666667,0.95875,0.948666667,1.190333333,1.536083333,1.086333333,1.1125,1.321166667
Maldives,0,-0.006333333,0,0,0,0.393416667,-0.171416667,-0.248083333,0.291916667,0.206,-0.683,0.3057,0.519833333,-0.117272727,-0.347416667,0.086916667,-0.042166667,-0.167583333,0.08,0.18075,0.148666667,0.287416667,0.53,0.149833333,0.067666667,0.34025,0.552142857,0.885416667,0.086083333,0.645,0.682083333,0.296583333,0.332083333,0.589,0.77225,0.454083333,0.774583333,0.9095,0.396583333,0.3775,0.5335,0.696333333,0.663083333,0.4665,0.911166667,0.409083333,0.527416667,0.309583333,0.660333333,0.676166667,0.69875,0.589833333,0.669833333,0.715666667,0.919333333,0.82175,0.79875,0.744666667,0.907916667
Mali,-0.325916667,-0.1655,0.241166667,-0.100083333,-0.460583333,0.2025,-0.30775,-0.03825,0.645416667,0.3495,0.083583333,0.253916667,0.40375,-0.412666667,-0.305333333,-0.482833333,0.344666667,0.398583333,0.529166667,0.920333333,0.458,0.153333333,0.899916667,0.527166667,0.472166667,0.26475,1.275083333,0.48,0.362416667,0.843833333,0.631166667,0.28275,0.934416667,0.169,0.703333333,1.175583333,0.77875,1.211333333,0.31775,0.730583333,0.782583333,1.19425,1.13925,1.373916667,1.334666667,0.930916667,0.9955,0.58525,1.100916667,1.613666667,1.052916667,0.519,0.973083333,0.880166667,0.992083333,1.384916667,1.307083333,1.121333333,1.188666667
Malta,0.615416667,0.25125,0.14525,0.131666667,-0.0875,-0.001583333,0.150083333,0.064666667,-0.279,0.053,-0.345833333,-0.195916667,0.02925,-0.322916667,-0.231,-0.6925,0.300916667,-0.448333333,-0.017916667,-0.657833333,-0.137083333,0.4995,0.050416667,-0.166333333,0.491333333,0.216083333,0.713666667,0.937583333,0.396083333,0.949166667,0.000333333,0.474416667,0.56525,1.402583333,0.498416667,0.549,0.963083333,0.71025,1.38375,1.131083333,1.415,1.0805,1.338083333,0.794333333,0.521166667,1.179,1.215,1.3375,1.212416667,1.2525,1.027916667,1.4445,1.366083333,1.638166667,1.54375,1.787083333,1.184,1.645,1.17825
Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0295,0.064583333,-0.132416667,0.156583333,-0.035083333,0.017666667,-0.115,-0.112666667,-0.39875,-0.263583333,-0.012083333,0.088166667,0.093916667,0.205333333,0.124333333,0.076833333,0.064666667,-0.2495,0.091666667,0.174666667,0.011333333,0.3585,0.370916667,0.429166667,0.309416667,0.561583333,0.42175,0.229583333,0.419166667
Martinique,0.060416667,0.115416667,0.213583333,-0.16375,-0.21225,-0.045666667,-0.414666667,-0.306416667,0.312666667,-0.023166667,-0.34925,-0.08425,-0.0295,-0.472833333,-0.517916667,-0.460416667,0.064833333,0.112083333,0.101,0.270833333,0.345916667,-0.079916667,0.4035,-0.156166667,-0.135333333,-0.090833333,0.563,0.208166667,-0.152416667,0.25425,0.167916667,0.084583333,0.258916667,0.31575,0.508,0.17425,0.531416667,0.88125,0.235666667,0.091083333,0.461083333,0.506916667,0.494363636,0.40775,0.782666667,0.664333333,0.6485,0.271583333,0.582833333,1.1385,0.597583333,0.74625,0.7435,0.686916667,0.995,1.084083333,0.837833333,0.570666667,0.84425
Mauritania,0.15775,0.057833333,0.044083333,0.120583333,-0.571333333,0.249583333,-0.453416667,-0.185833333,0.483333333,0.666,-0.336083333,-0.192916667,0.347416667,-0.533083333,-0.199833333,-0.760666667,0.751666667,0.447166667,0.924666667,0.743833333,0.977916667,0.218416667,1.610333333,0.450333333,0.449916667,0.153,1.648333333,0.606166667,0.906833333,1.153166667,0.915833333,0.790583333,0.814333333,0.721,1.11325,1.528416667,1.155083333,1.654,0.510416667,1.197666667,1.4845,1.194166667,1.080916667,1.271083333,1.40125,1.130916667,0.98925,1.207083333,1.047166667,1.886833333,1.357,0.777,1.454,1.208,1.35175,1.664166667,1.77425,1.133,1.435666667
Mauritius,0.491333333,-0.063916667,-0.129916667,-0.208333333,-0.216,0.092166667,0.173166667,-0.22975,0.445666667,0.2105,-0.3235,0.10875,-0.191583333,-0.640583333,-0.179666667,0.086083333,0.502666667,0.317166667,0.4305,0.2765,0.194166667,0.266583333,0.184166667,-0.37725,-0.136833333,0.06925,0.535916667,0.362,-0.034166667,0.129916667,0.35975,-0.004583333,0.07725,0.446333333,0.41775,0.11525,0.703,0.782666667,0.307083333,0.210833333,0.550416667,0.502583333,0.688416667,0.328416667,0.389833333,0.357416667,0.490416667,0.314833333,0.889416667,1.019666667,0.889666667,0.715916667,0.962916667,1.151833333,1.307333333,1.035916667,1.319166667,0.978333333,1.46275
Mayotte,0.3605,0.037083333,-0.248,-0.198666667,-0.538583333,0.1265,0.22475,-0.387833333,0.294666667,0.20675,-0.692583333,-0.04875,0.21325,-0.365583333,0.0012,0.021,0.428166667,0.337916667,0.35325,0.369333333,0.34775,0.6543,0.374142857,-0.336090909,-0.0053,0.185727273,0.54975,0.52875,-0.130833333,0.2922,0.330416667,0.297083333,0.42775,0.65725,0.532833333,0.139916667,0.574333333,0.900833333,0.26725,0.513333333,0.613818182,0.983333333,0.658083333,0.477666667,0.646666667,0.481333333,0.854833333,0.622916667,0.953083333,1.076916667,0.931916667,0.7885,0.908166667,1.144833333,1.382833333,1.213416667,1.439416667,1.291083333,1.800666667
Mexico,-0.052333333,0.1835,0.145083333,-0.224666667,-0.037416667,-0.341916667,-0.076666667,-0.406083333,0.1945,-0.212666667,-0.1055,0.281166667,-0.235583333,-0.085,-0.30225,-0.49825,0.178083333,0.11525,-0.049333333,0.418916667,0.225333333,0.459166667,0.095833333,-0.02925,0.037833333,0.271083333,-0.094333333,0.129,0.34575,0.362,0.240416667,0.10575,0.319416667,0.727583333,0.742416667,0.5445,0.360166667,0.800916667,0.544833333,0.615833333,0.5215,0.6495,0.780583333,0.295,0.789083333,0.79,0.556416667,0.526916667,0.994416667,0.304083333,0.97975,1.040916667,0.681583333,0.88975,1.1435,1.31425,1.445166667,1.1355,1.336
Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.068666667,0.079,-0.216166667,0.0985,0.204083333,0.276416667,-0.030333333,0.357416667,-0.078083333,-0.032666667,0.163,0.041166667,-0.015333333,0.233166667,0.18475,0.208333333,0.06925,-0.125166667,0.211916667,0.323416667,0.117833333,0.492166667,0.568166667,0.340083333,0.387166667,0.758,0.798666667,0.570583333,0.527333333
Midway Island,0.21675,0.2125,0.635916667,0.425083333,-0.339333333,0.056666667,0.56,-0.217,-0.2895,0.080166667,-0.204416667,0,0.109916667,0.190416667,0.062083333,-0.507,-0.887444444,-0.783333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monaco,0.805166667,-0.238416667,-0.534,0.51775,-0.407083333,0.15825,0.404083333,-0.0295,-0.368416667,0.054416667,0.140166667,-0.202083333,0.16875,0.028833333,0.085166667,-0.036916667,-0.023583333,-0.397666667,0.02425,-0.54325,0.018833333,0.653,0.416333333,-0.578333333,-0.05275,0.326666667,0.306083333,0.67325,0.921333333,1.00125,0.2105,0.735333333,0.49325,1.34425,0.595083333,0.242166667,1.311416667,0.840083333,0.96725,1.325,1.133583333,1.175583333,1.66975,0.9305,0.59175,1.49025,1.515,1.020166667,1.45775,0.344333333,1.637583333,1.25,0.8335,1.805416667,1.958083333,1.684583333,1.69325,2.145916667,2.04625
Mongolia,0.267083333,0.31325,0.99225,-0.248833333,0.7185,0.002416667,-0.319583333,-0.431666667,-0.981166667,-0.378166667,0.077916667,0.342833333,0.846416667,-0.275583333,0.656,-0.183583333,0.391166667,0.880166667,1.013333333,0.325083333,0.200916667,1.20025,0.665,-0.674583333,-0.253083333,0.496416667,0.417,0.661166667,1.459416667,1.461333333,0.893666667,0.89575,0.400416667,1.377,1.42325,0.5195,1.88325,2.207916667,1.7515,0.847416667,1.410833333,1.7965,0.731416667,1.845916667,0.688,1.611833333,2.735583333,1.780666667,1.187833333,0.505333333,0.660833333,0.114833333,1.53025,1.751833333,2.318083333,1.51475,2.559333333,1.949083333,2.15575
Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569416667,1.558416667,1.550916667,1.302333333,1.123916667,1.099166667,1.502083333,1.615333333,1.675,1.695583333,1.449166667,1.45325,2.221666667,2.086333333
Montserrat,0.089583333,0.07225,0.334166667,0.063333333,-0.2595,0.038666667,-0.278583333,-0.205583333,0.256,-8.33E-05,-0.375666667,-0.209,0.026,-0.436833333,-0.50525,-0.469083333,0.07175,0.064583333,0.002583333,0.567416667,0.500583333,-0.0185,0.433083333,-0.202666667,-0.175583333,-0.127666667,0.607583333,0.15625,-0.1155,0.176833333,0.23575,0.255,0.338166667,0.296666667,0.572916667,0.193333333,0.556833333,0.929333333,0.426416667,0.180583333,0,0.500571429,0.471428571,0.35425,0.69075,0.519916667,0.671583333,0.128833333,0.439166667,0.953833333,0.45775,0.589083333,0.693,0.611333333,0.988666667,0.960583333,0.823916667,0.56075,0.911666667
Morocco,0.874333333,0.26325,0.159,0.248166667,-0.109,0.356916667,-0.070916667,-0.006416667,-0.129916667,0.1205,-0.78775,-1.286916667,0.025583333,-0.357666667,-0.28425,-0.666583333,0.116583333,0.355166667,0.33725,0.51275,0.780083333,0.18225,1.052416667,0.240833333,0.844333333,0.251916667,1.262166667,0.783166667,0.969833333,1.141166667,0.1805,0.215083333,0.217833333,1.167166667,1.396916667,0.975833333,1.378083333,1.46325,1.225666667,1.2215,1.98325,1.401916667,1.724,1.154083333,1.498583333,1.62075,1.249833333,1.2255,1.736583333,2.2835,1.747416667,1.579416667,1.49825,1.84,1.556916667,1.962833333,2.2995,0.94375,1.7325
Mozambique,0.284083333,0.117833333,-0.36275,-0.194666667,-0.437833333,0.158583333,0.026833333,-0.335166667,0.2835,0.25825,-0.156083333,-0.193833333,0.092,-0.277333333,-0.172666667,-0.098166667,0.443083333,0.2185,0.141416667,0.073666667,-0.265166667,0.037,0.830083333,0.142583333,-0.052083333,0.0465,0.672583333,0.346666667,0.124666667,0.331916667,0.20925,0.848333333,0.277166667,0.023583333,0.575166667,0.161,0.24,0.860833333,0.3425,0.212583333,0.484333333,0.513916667,0.590416667,0.244916667,1.030416667,0.574833333,0.596833333,0.3865,0.62025,0.969416667,0.73275,0.713833333,0.468333333,0.695166667,1.115083333,1.186666667,0.701666667,0.82025,1.170833333
Myanmar,-0.060083333,-0.0635,-0.114,0.01,-0.150833333,0.416,-0.158916667,-0.1055,0.138833333,0.01525,-0.4365,0.082583333,0.157833333,-0.155833333,-0.017166667,-0.271,-0.017416667,0.097833333,0.4755,0.336833333,0.168916667,-0.0455,0.143333333,0.158333333,0.115666667,0.105916667,0.45375,0.413,0.191416667,0.2585,0.488416667,-0.024166667,0.179416667,0.396083333,0.5315,0.3845,0.2425,1.15275,0.640083333,0.287583333,0.627666667,0.645833333,0.599333333,0.525916667,0.946083333,0.715416667,0.46325,0.383666667,0.859666667,1.190916667,0.47425,0.885833333,0.822333333,0.988583333,1.187583333,1.356583333,1.220333333,0.961,1.478
Namibia,0.134583333,0.003916667,0.002833333,-0.084166667,-0.084583333,0.159333333,-0.18225,-0.145166667,0.227833333,0.39825,-0.042083333,0.245333333,0.403333333,-0.707833333,-0.027583333,-0.5235,0.103666667,-0.076166667,0.364833333,0.13625,0.003333333,0.214583333,0.598166667,0.761166667,0.350833333,0.43075,0.899583333,0.21575,-0.190583333,0.525166667,0.012416667,0.80125,0.693833333,0.2835,0.804083333,0.178916667,0.138833333,1.255916667,0.794333333,0.148416667,0.421666667,0.86675,1.301166667,1.037333333,1.02225,-0.22225,1.090916667,0.71125,0.8395,1.359833333,-0.25725,0.109833333,1.074166667,0.607916667,1.513166667,1.662916667,0.8845,1.69225,2.113583333
Nauru,-0.34925,0,0,0,0,-0.45325,0,0,0,0,-0.1886,0,0.517555556,0.229333333,-0.112333333,-0.2128,-0.43075,0.280583333,0.14325,0.021083333,0.118583333,-0.404083333,-0.1108,-0.251545455,-0.19825,-0.08025,0,-0.052125,0.05175,-0.286583333,-0.106583333,-0.569083333,-0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,-0.145333333,-0.27775,-0.135333333,0.1275,-0.442333333,0.27775,-0.226,-0.438416667,0.142416667,0.033833333,-0.532666667,-0.0085,0.185833333,0.106666667,-0.04925,0.020583333,0.029333333,-0.39575,0.2855,0.244083333,-0.123833333,-0.116083333,-0.482666667,0.04225,0.331583333,-0.1975,0.31225,0.533583333,-0.132,0.002583333,-0.095666667,-0.153833333,-0.22125,0.024,0.239416667,0.066333333,-0.488,0.384916667,0.746333333,0.15275,0.463916667,0.6225,0.29875,0.523333333,0.714083333,0.973833333,0.508666667,0.468416667,1.114416667,1.21825,0.321583333,0.458416667,0.29625,0.2805,0.716666667,1.18375,1.14225,0.524166667,0.523083333
Netherlands,0.749083333,-1.08825,-1.302333333,-0.070083333,-0.572166667,0.260916667,0.649083333,-0.04625,-0.13425,-0.262083333,0.2995,-0.26475,0.21225,0.584916667,0.73475,0.534333333,0.4475,-0.275666667,-0.632166667,-0.190333333,0.041583333,0.804833333,0.84875,0.10625,-0.705083333,-0.296333333,-0.527666667,0.954083333,1.42275,1.45825,0.25825,1.2135,0.345083333,1.413833333,1.072333333,-0.725916667,0.95825,1.0155,1.617083333,1.657833333,1.05275,1.551833333,1.30725,1.078666667,1.279833333,1.7415,1.845,1.308416667,1.19025,-0.24075,1.699166667,1.008833333,0.545333333,2.455833333,1.667666667,1.563416667,1.710333333,2.23675,2.133583333
Netherlands Antilles (former),-0.08525,0.102333333,0.1205,0.02825,-0.17175,-0.013583333,-0.299083333,-0.071083333,0.407916667,0.1145,-0.390083333,-0.054416667,-0.001583333,-0.511666667,-0.463583333,-0.392666667,0.268583333,0.118416667,0.197583333,0.78325,0.63175,0.152583333,0.6285,-0.021166667,-0.109333333,0.06275,0.76625,0.239916667,-0.039416667,0.280333333,0.288166667,0.348583333,0.31925,0.38525,0.605166667,0.583083333,0.65075,1.040333333,0.284166667,0.184166667,0.69225,0.743166667,0.867583333,0.461916667,0.650583333,0.61075,0.784666667,0.284166667,0.875333333,1.060333333,0.399083333,0.5245,0.920666667,0.90075,1.226666667,1.100083333,1.090833333,0.70775,1.052916667
New Caledonia,-0.113583333,0.059333333,-0.2295,0.172166667,-0.769,-0.65625,0.133,-0.422833333,-0.0955,0.4325,0.095333333,-0.217,0.907916667,0.146666667,0.236666667,0.108333333,-0.046833333,0.17975,0.089916667,0.229916667,0.31675,-0.097916667,0.381083333,0.21125,0.200833333,0.04875,-0.089,0.816333333,0.27125,0.506666667,0.04975,0.15675,-0.050833333,-0.259083333,0.482833333,0.611916667,0.199166667,1.480166667,0.670833333,0.399916667,0.630416667,0.495333333,0.370083333,0.412166667,0.3805,0.135166667,0.687416667,0.549333333,0.30275,0.86,0.549333333,0.425416667,0.488333333,0.672333333,0.73775,1.45325,1.338583333,0.908833333,0.846833333
New Zealand,-0.105833333,0.49475,-0.423416667,-0.3025,-0.512583333,-0.234583333,-0.114833333,-0.141416667,-0.189083333,0.530083333,0.687833333,-0.045666667,0.32075,0.436166667,0.361416667,-0.450166667,-0.47,0.458666667,0.300166667,-0.011833333,0.528416667,-0.30225,-0.28725,0.321083333,0.31975,0.254416667,0.355666667,0.619,0.629416667,0.655166667,-0.087333333,-0.695583333,-0.383166667,-0.010916667,0.22825,0.131083333,-0.0735,1.079416667,0.929666667,0.432416667,0.600166667,0.346083333,0.300166667,-0.15075,0.766916667,0.08,0.475833333,0.545083333,0.010833333,0.747583333,0.561,0.185416667,0.9835,0.485583333,0.548,1.208416667,0.81875,1.054083333,1.0735
Nicaragua,-0.341666667,-0.31025,-0.266333333,-0.13125,0.037166667,0.03375,-0.243666667,-0.362416667,0.251,-0.171583333,-0.244166667,0.17375,0.25525,-0.196666667,0.007666667,0.01675,0.380666667,0.34625,0.3585,0.687166667,0.27275,0.65775,0.757916667,-0.010916667,0.109583333,0.172916667,0.59975,0.366833333,0.163833333,0.4355,0.559333333,0.511333333,0.40475,0.784666667,0.7745,0.0115,0.848833333,1.08875,0.1305,0.2905,0.7065,0.86175,0.734,0.770166667,0.93275,0.7155,0.863166667,0.542583333,0.846,0.65975,0.708666667,0.668166667,1.0555,0.741416667,1.213,1.237083333,1.007833333,0.945583333,1.303083333
Niger,-1.079916667,0.115416667,0.435416667,-0.214083333,-0.229666667,0.023333333,-0.169416667,0.0255,0.802166667,-0.158666667,-0.012666667,0.38075,0.533833333,-0.28425,-0.17875,0.313,-0.4985,0.356333333,0.60775,0.513083333,0.190083333,0.364083333,0.098916667,0.427333333,0.345333333,0.669333333,0.905166667,0.443333333,-0.306083333,0.783833333,0.610833333,-0.215583333,0.540583333,0.11725,0.933583333,1.0605,0.761833333,0.9395,0.797666667,0.677583333,0.56,0.689083333,0.930166667,0.954333333,1.393416667,1.12625,1.266166667,0.560083333,1.507666667,1.671583333,1.119083333,0.938,1.046916667,1.19875,0.828333333,1.538833333,0.931666667,1.1135,1.225666667
